ManufacturerID,Manufacturer,Category,Segment,ProductID,Product,IsCompeteHide
2,Aliqui,Urban,Regular,2320,Aliqui UR-23,Y
2,Aliqui,Urban,Regular,2321,Aliqui UR-24,Y
2,Aliqui,Urban,Regular,2322,Aliqui UR-25,N
2,Aliqui,Urban,Regular,2323,Aliqui UR-26,Y
2,Aliqui,Urban,Regular,2324,Aliqui UR-27,Y
2,Aliqui,Urban,Regular,2325,Aliqui UR-28,N
2,Aliqui,Urban,Regular,2326,Aliqui UR-29,N
2,Aliqui,Urban,Extreme,2327,Aliqui UE-01,N
2,Aliqui,Urban,Extreme,2328,Aliqui UE-02,N
2,Aliqui,Urban,Extreme,2329,Aliqui UE-03,N
2,Aliqui,Urban,Extreme,2330,Aliqui UE-04,N
2,Aliqui,Urban,Extreme,2331,Aliqui UE-05,N
2,Aliqui,Urban,Extreme,2332,Aliqui UE-06,N
2,Aliqui,Urban,Extreme,2333,Aliqui UE-07,N
2,Aliqui,Urban,Extreme,2334,Aliqui UE-08,N
2,Aliqui,Urban,Extreme,2335,Aliqui UE-09,N
2,Aliqui,Urban,Extreme,2336,Aliqui UE-10,N
2,Aliqui,Urban,Extreme,2337,Aliqui UE-11,N
2,Aliqui,Urban,Extreme,2338,Aliqui UE-12,N
2,Aliqui,Urban,Extreme,2339,Aliqui UE-13,N
2,Aliqui,Urban,Extreme,2340,Aliqui UE-14,N
2,Aliqui,Urban,Extreme,2341,Aliqui UE-15,N
2,Aliqui,Urban,Extreme,2342,Aliqui UE-16,N
2,Aliqui,Urban,Extreme,2343,Aliqui UE-17,N
2,Aliqui,Urban,Extreme,2344,Aliqui UE-18,N
2,Aliqui,Urban,Extreme,2345,Aliqui UE-19,N
2,Aliqui,Urban,Extreme,2346,Aliqui UE-20,N
2,Aliqui,Urban,Extreme,2347,Aliqui UE-21,N
2,Aliqui,Urban,Extreme,2348,Aliqui UE-22,N
2,Aliqui,Urban,Extreme,2349,Aliqui UE-23,N
2,Aliqui,Urban,Extreme,2350,Aliqui UE-24,N
2,Aliqui,Urban,Extreme,2351,Aliqui UE-25,N
2,Aliqui,Urban,Extreme,2352,Aliqui UE-26,N
2,Aliqui,Urban,Convenience,2353,Aliqui UC-01,N
2,Aliqui,Urban,Convenience,2354,Aliqui UC-02,N
2,Aliqui,Urban,Convenience,2355,Aliqui UC-03,N
2,Aliqui,Urban,Convenience,2356,Aliqui UC-04,N
2,Aliqui,Urban,Convenience,2357,Aliqui UC-05,N
2,Aliqui,Urban,Convenience,2358,Aliqui UC-06,N
2,Aliqui,Urban,Convenience,2359,Aliqui UC-07,N
2,Aliqui,Urban,Convenience,2360,Aliqui UC-08,N
2,Aliqui,Urban,Convenience,2361,Aliqui UC-09,N
2,Aliqui,Urban,Convenience,2362,Aliqui UC-10,N
2,Aliqui,Urban,Convenience,2363,Aliqui UC-11,N
2,Aliqui,Urban,Convenience,2364,Aliqui UC-12,N
2,Aliqui,Urban,Convenience,2365,Aliqui UC-13,N
2,Aliqui,Urban,Convenience,2366,Aliqui UC-14,N
2,Aliqui,Urban,Convenience,2367,Aliqui UC-15,N
2,Aliqui,Urban,Convenience,2368,Aliqui UC-16,N
2,Aliqui,Urban,Convenience,2369,Aliqui UC-17,N
2,Aliqui,Urban,Convenience,2370,Aliqui UC-18,N
2,Aliqui,Urban,Convenience,2371,Aliqui UC-19,N
2,Aliqui,Urban,Convenience,2372,Aliqui UC-20,N
2,Aliqui,Urban,Convenience,2373,Aliqui UC-21,N
2,Aliqui,Urban,Convenience,2374,Aliqui UC-22,N
2,Aliqui,Urban,Convenience,2375,Aliqui UC-23,N
2,Aliqui,Urban,Convenience,2376,Aliqui UC-24,N
2,Aliqui,Urban,Convenience,2377,Aliqui UC-25,N
2,Aliqui,Urban,Convenience,2378,Aliqui UC-26,N
2,Aliqui,Urban,Convenience,2379,Aliqui UC-27,N
2,Aliqui,Urban,Convenience,2380,Aliqui UC-28,N
2,Aliqui,Urban,Convenience,2381,Aliqui UC-29,N
2,Aliqui,Urban,Convenience,2382,Aliqui UC-30,N
2,Aliqui,Urban,Convenience,2383,Aliqui UC-31,N
2,Aliqui,Urban,Convenience,2384,Aliqui UC-32,N
2,Aliqui,Urban,Convenience,2385,Aliqui UC-33,N
2,Aliqui,Urban,Convenience,2386,Aliqui UC-34,N
2,Aliqui,Urban,Convenience,2387,Aliqui UC-35,N
2,Aliqui,Urban,Convenience,2388,Aliqui UC-36,N
2,Aliqui,Urban,Convenience,2389,Aliqui UC-37,N
2,Aliqui,Urban,Convenience,2390,Aliqui UC-38,N
2,Aliqui,Urban,Convenience,2391,Aliqui UC-39,N
2,Aliqui,Youth,Youth,2392,Aliqui YY-01,N
2,Aliqui,Youth,Youth,2393,Aliqui YY-02,N
2,Aliqui,Youth,Youth,2394,Aliqui YY-03,N
2,Aliqui,Youth,Youth,2395,Aliqui YY-04,N
2,Aliqui,Youth,Youth,2396,Aliqui YY-05,N
2,Aliqui,Youth,Youth,2397,Aliqui YY-06,N
2,Aliqui,Youth,Youth,2398,Aliqui YY-07,N
2,Aliqui,Youth,Youth,2399,Aliqui YY-08,N
2,Aliqui,Youth,Youth,2400,Aliqui YY-09,N
2,Aliqui,Youth,Youth,2401,Aliqui YY-10,N
2,Aliqui,Youth,Youth,2402,Aliqui YY-11,N
2,Aliqui,Youth,Youth,2403,Aliqui YY-12,N
2,Aliqui,Youth,Youth,2404,Aliqui YY-13,N
2,Aliqui,Youth,Youth,2405,Aliqui YY-14,N
2,Aliqui,Youth,Youth,2406,Aliqui YY-15,N
2,Aliqui,Youth,Youth,2407,Aliqui YY-16,N
2,Aliqui,Youth,Youth,2408,Aliqui YY-17,N
2,Aliqui,Youth,Youth,2409,Aliqui YY-18,N
2,Aliqui,Youth,Youth,2410,Aliqui YY-19,N
2,Aliqui,Youth,Youth,2411,Aliqui YY-20,N
2,Aliqui,Youth,Youth,2412,Aliqui YY-21,N
3,Barba,Urban,Moderation,199,Barba UM-01,Y
3,Barba,Urban,Moderation,200,Barba UM-02,Y
3,Barba,Urban,Moderation,201,Barba UM-03,Y
3,Barba,Urban,Moderation,202,Barba UM-04,Y
3,Barba,Urban,Moderation,203,Barba UM-05,Y
3,Barba,Urban,Moderation,204,Barba UM-06,Y
3,Barba,Urban,Moderation,205,Barba UM-07,Y
3,Barba,Urban,Moderation,206,Barba UM-08,Y
3,Barba,Urban,Moderation,207,Barba UM-09,Y
3,Barba,Urban,Moderation,208,Barba UM-10,Y
3,Barba,Urban,Moderation,209,Barba UM-11,Y
3,Barba,Urban,Moderation,210,Barba UM-12,Y
4,Currus,Mix,All Season,1908,Currus MA-01,N
4,Currus,Mix,All Season,1909,Currus MA-02,N
4,Currus,Mix,All Season,1910,Currus MA-03,N
4,Currus,Mix,All Season,1911,Currus MA-04,N
4,Currus,Mix,All Season,1912,Currus MA-05,N
4,Currus,Mix,All Season,1913,Currus MA-06,N
4,Currus,Mix,All Season,1914,Currus MA-07,N
4,Currus,Mix,All Season,1915,Currus MA-08,N
4,Currus,Mix,All Season,1916,Currus MA-09,N
4,Currus,Mix,All Season,1917,Currus MA-10,N
4,Currus,Mix,All Season,1918,Currus MA-11,N
4,Currus,Mix,All Season,1919,Currus MA-12,N
4,Currus,Mix,All Season,1920,Currus MA-13,N
4,Currus,Mix,All Season,1921,Currus MA-14,N
4,Currus,Mix,All Season,1922,Currus MA-15,N
4,Currus,Mix,All Season,1923,Currus MA-16,N
4,Currus,Mix,All Season,1924,Currus MA-17,N
4,Currus,Mix,All Season,1925,Currus MA-18,N
4,Currus,Rural,Productivity,1926,Currus RP-01,N
4,Currus,Rural,Productivity,1927,Currus RP-02,N
4,Currus,Rural,Productivity,1928,Currus RP-03,N
4,Currus,Rural,Productivity,1929,Currus RP-04,N
4,Currus,Rural,Productivity,1930,Currus RP-05,N
4,Currus,Rural,Productivity,1931,Currus RP-06,N
4,Currus,Rural,Productivity,1932,Currus RP-07,N
